Prob_N,Model_N,F1,F2,c,T,Sample,Obj_F,Total Solving Time (TST),CPLEX solving time (CST); ,Solv_Status,T_stage,DP Estimated Solving Time (DEST)
33,M_Agg,12800,19200,3,120,1,25205956,1.647437334,1.596693277,optimal,-,-
33,TPM,12800,19200,3,120,1,25205956,66.20822144,65.67731547,optimal,-,-
33,TPM_m,12800,19200,3,120,1,25205956,7.859521864,7.708361387,optimal,-,-
33,FAL,12800,19200,3,120,1,25205956,448.5242615,448.1487081,optimal,-,-
33,SHP,12800,19200,3,120,1,25205956,54.50316358,54.25386834,optimal,-,-
33,weakl,12800,19200,3,120,1,25205956,147.4230338,2.254649401,optimal,72,87.54487044
33,envl,12800,19200,3,120,1,25205956,152.4782761,6.558813334,optimal,72,87.04208869
33,weakenvl,12800,19200,3,120,1,25205956,153.6662269,7.694859743,optimal,72,87.58370567
34,M_Agg,12800,19200,3,120,2,24956844,2.269060612,2.213453293,optimal,-,-
34,TPM,12800,19200,3,120,2,24956844,94.51059294,93.98883033,optimal,-,-
34,TPM_m,12800,19200,3,120,2,24956844,11.20193006,11.01640344,optimal,-,-
34,FAL,12800,19200,3,120,2,24956844,99.80519295,99.4295795,optimal,-,-
34,SHP,12800,19200,3,120,2,24956844,110.0900352,109.8401661,optimal,-,-
34,weakl,12800,19200,3,120,2,24956844,35.63858546,2.674209118,optimal,36,69.46221448
34,envl,12800,19200,3,120,2,24956844,34.38713183,1.401699066,optimal,36,64.89596523
34,weakenvl,12800,19200,3,120,2,24956844,35.20498075,2.214188337,optimal,36,66.98595114
35,M_Agg,12800,19200,3,120,3,25227974,2.76300025,2.701643467,optimal,-,-
35,TPM,12800,19200,3,120,3,25227974,75.27707481,74.71760511,optimal,-,-
35,TPM_m,12800,19200,3,120,3,25227974,24.28917273,24.13697004,optimal,-,-
35,FAL,12800,19200,3,120,3,25227974,96.41519499,96.04070091,optimal,-,-
35,SHP,12800,19200,3,120,3,25227974,106.5675111,106.3233323,optimal,-,-
35,weakl,12800,19200,3,120,3,25227974,41.7753894,10.81506705,optimal,36,76.01372923
35,envl,12800,19200,3,120,3,25227974,33.37887999,2.347960711,optimal,36,70.89584007
35,weakenvl,12800,19200,3,120,3,25227974,33.50172278,2.525220871,optimal,36,72.10002627
36,M_Agg,12800,19200,3,120,4,24807449,1.251212835,1.180094719,optimal,-,-
36,TPM,12800,19200,3,120,4,24807449,25.63735342,25.07549381,optimal,-,-
36,TPM_m,12800,19200,3,120,4,24807449,7.294414652,7.15175581,optimal,-,-
36,FAL,12800,19200,3,120,4,24807449,30.73997021,30.3760066,optimal,-,-
36,SHP,12800,19200,3,120,4,24807449,68.22896886,67.98112369,optimal,-,-
36,weakl,12800,19200,3,120,4,24807449,125.3424731,2.145517111,optimal,72,79.44731437
36,envl,12800,19200,3,120,4,24807449,127.9240669,4.066110611,optimal,72,77.62785386
36,weakenvl,12800,19200,3,120,4,24807449,127.9618922,4.113696098,optimal,72,79.37035512
37,M_Agg,12800,19200,3,150,1,31069133,16.26552248,16.21159387,optimal,-,-
37,TPM,12800,19200,3,150,1,31069133,1846.645688,1845.699071,maxTimeLimit,-,-
37,TPM_m,12800,19200,3,150,1,31069133,115.916681,115.7363758,optimal,-,-
37,FAL,12800,19200,3,150,1,31069133,1810.22018,1809.64505,maxTimeLimit,-,-
37,SHP,12800,19200,3,150,1,31069133,1817.925526,1817.296195,maxTimeLimit,-,-
37,weakl,12800,19200,3,150,1,31069133,75.09240994,26.12450576,optimal,45,63.78122518
37,envl,12800,19200,3,150,1,31069133,63.89378223,14.89429736,optimal,45,69.48181812
37,weakenvl,12800,19200,3,150,1,31069133,71.27520881,22.26858902,optimal,45,64.0868117
38,M_Agg,12800,19200,3,150,2,31786074,9.652166605,9.587857962,optimal,-,-
38,TPM,12800,19200,3,150,2,31786074,1816.095543,1815.243864,maxTimeLimit,-,-
38,TPM_m,12800,19200,3,150,2,31786074,52.19285642,52.02237272,optimal,-,-
38,FAL,12800,19200,3,150,2,31786074,927.912303,927.3258495,optimal,-,-
38,SHP,12800,19200,3,150,2,31786074,599.1037929,598.7296743,optimal,-,-
38,weakl,12800,19200,3,150,2,31786074,61.84464448,12.06184959,optimal,45,90.97562141
38,envl,12800,19200,3,150,2,31786074,58.38663118,8.581412554,optimal,45,88.60398031
38,weakenvl,12800,19200,3,150,2,31786074,55.66128128,5.838286877,optimal,45,80.36212022
39,M_Agg,12800,19200,3,150,3,31124448,8.375450373,8.314751148,optimal,-,-
39,TPM,12800,19200,3,150,3,31170012,1844.199616,1843.333129,maxTimeLimit,-,-
39,TPM_m,12800,19200,3,150,3,31124448,51.7966671,51.59944367,optimal,-,-
39,FAL,12800,19200,3,150,3,31124448,1831.079228,1830.469531,maxTimeLimit,-,-
39,SHP,12800,19200,3,150,3,31124448,1676.829133,1676.314408,optimal,-,-
39,weakl,12800,19200,3,150,3,31124448,55.50972995,4.478313684,optimal,45,98.85177916
39,envl,12800,19200,3,150,3,31124448,60.30693516,9.226896763,optimal,45,129.6049926
39,weakenvl,12800,19200,3,150,3,31124448,62.58303818,11.50839067,optimal,45,103.5851291
40,M_Agg,12800,19200,3,150,4,31793774,12.24998021,12.18877697,optimal,-,-
40,TPM,12800,19200,3,150,4,31793774,1821.243425,1820.353245,maxTimeLimit,-,-
40,TPM_m,12800,19200,3,150,4,31793774,79.20923436,78.97628593,optimal,-,-
40,FAL,12800,19200,3,150,4,31793774,1802.886158,1802.277597,maxTimeLimit,-,-
40,SHP,12800,19200,3,150,4,31793774,1491.12612,1490.717245,optimal,-,-
40,weakl,12800,19200,3,150,4,31793774,62.67811635,15.0921886,optimal,45,131.9319329
40,envl,12800,19200,3,150,4,31793774,95.33992389,47.70020461,optimal,45,200.8463033
40,weakenvl,12800,19200,3,150,4,31793774,66.82771853,19.16552258,optimal,45,200.6558008
41,M_Agg,12800,19200,3,200,1,41099102,67.919312,67.83413839,optimal,-,-
41,TPM,12800,19200,3,200,1,41099102,1844.462009,1842.73341,maxTimeLimit,-,-
41,TPM_m,12800,19200,3,200,1,41099102,1807.528064,1807.278745,maxTimeLimit,-,-
41,FAL,12800,19200,3,200,1,41099102,1812.356549,1811.404918,maxTimeLimit,-,-
41,SHP,12800,19200,3,200,1,41099101.99,1815.371756,1814.497285,maxTimeLimit,-,-
41,weakl,12800,19200,3,200,1,41099102,183.8699948,119.9900723,optimal,50,144.1999612
41,envl,12800,19200,3,200,1,41099102,140.382431,76.48313093,optimal,50,201.4854888
41,weakenvl,12800,19200,3,200,1,41099102,136.3764429,72.46106648,optimal,50,207.9322667
42,M_Agg,12800,19200,3,200,2,41718912,25.81261849,25.75150943,optimal,-,-
42,TPM,12800,19200,3,200,2,41718912,1811.130269,1809.688633,maxTimeLimit,-,-
42,TPM_m,12800,19200,3,200,2,41718912,443.5977618,443.3650668,optimal,-,-
42,FAL,12800,19200,3,200,2,41728797,1810.814742,1809.821281,maxTimeLimit,-,-
42,SHP,12800,19200,3,200,2,41718911.99,1814.336928,1813.648229,maxTimeLimit,-,-
42,weakl,12800,19200,3,200,2,41718912,93.34927549,27.08105564,optimal,50,170.2113926
42,envl,12800,19200,3,200,2,41718912,222.3906802,156.0877721,optimal,50,255.8297221
42,weakenvl,12800,19200,3,200,2,41718912,148.553317,82.23132157,optimal,50,469.457316
43,M_Agg,12800,19200,3,200,3,41671560,80.51188135,80.43784046,optimal,-,-
43,TPM,12800,19200,3,200,3,41671560,1833.087857,1831.667516,maxTimeLimit,-,-
43,TPM_m,12800,19200,3,200,3,41671560,1812.308855,1811.788477,maxTimeLimit,-,-
43,FAL,12800,19200,3,200,3,41674731,1819.820107,1818.755502,maxTimeLimit,-,-
43,SHP,12800,19200,3,200,3,41674730.99,1813.152003,1812.264892,maxTimeLimit,-,-
43,weakl,12800,19200,3,200,3,41671560,187.8303448,123.7501757,optimal,50,603.1595872
43,envl,12800,19200,3,200,3,41671560,345.2721781,281.1641848,optimal,50,660.570166
43,weakenvl,12800,19200,3,200,3,41671560,450.8657249,386.7405472,optimal,50,891.7367849
44,M_Agg,12800,19200,3,200,4,42657913,22.05755997,21.99735141,optimal,-,-
44,TPM,12800,19200,3,200,4,42657913,1832.748924,1831.293216,maxTimeLimit,-,-
44,TPM_m,12800,19200,3,200,4,42657913,208.888182,208.6545823,optimal,-,-
44,FAL,12800,19200,3,200,4,42684119,1810.304033,1809.267397,maxTimeLimit,-,-
44,SHP,12800,19200,3,200,4,42684119,1814.404913,1813.759696,maxTimeLimit,-,-
44,weakl,12800,19200,3,200,4,42657913,111.7502296,53.55677938,optimal,50,1013.78618
44,envl,12800,19200,3,200,4,42657913,97.8966658,39.67185354,optimal,50,1034.449244
44,weakenvl,12800,19200,3,200,4,42657913,95.93358206,37.6906693,optimal,50,1236.918021
45,M_Agg,12800,19200,3,300,1,62930649,642.8440847,642.7680395,optimal,-,-
45,TPM,12800,19200,3,300,1,62948944,1838.123856,1834.868456,maxTimeLimit,-,-
45,TPM_m,12800,19200,3,300,1,62950153,1810.861846,1810.495966,maxTimeLimit,-,-
45,FAL,12800,19200,3,300,1,62961680,1803.895774,1801.519072,maxTimeLimit,-,-
45,SHP,12800,19200,3,300,1,62930649,1809.187504,1807.821417,maxTimeLimit,-,-
45,weakl,12800,19200,3,300,1,62930649,287.9157205,222.5700238,optimal,50,1149.69862
45,envl,12800,19200,3,300,1,62930649,357.7593642,292.3399687,optimal,50,1059.112194
45,weakenvl,12800,19200,3,300,1,62930649,1182.47664,1117.038633,optimal,50,1260.241129
46,M_Agg,12800,19200,3,300,2,63149861,1834.55284,1834.459136,maxTimeLimit,-,-
46,TPM,12800,19200,3,300,2,63188222,1904.831782,1901.533146,maxTimeLimit,-,-
46,TPM_m,12800,19200,3,300,2,63160342,1816.398684,1816.05683,maxTimeLimit,-,-
46,FAL,12800,19200,3,300,2,63164598,1883.568823,1881.242469,maxTimeLimit,-,-
46,SHP,12800,19200,3,300,2,63143357,1810.165812,1808.713348,maxTimeLimit,-,-
46,weakl,12800,19200,3,300,2,63149861,1825.142054,1765.205775,maxTimeLimit,50,1534.023702
46,envl,12800,19200,3,300,2,63807141,1841.352456,1781.381376,maxTimeLimit,50,1424.222546
46,weakenvl,12800,19200,3,300,2,63828382,1837.671193,1777.705661,maxTimeLimit,50,1420.289866
47,M_Agg,12800,19200,3,300,3,61162261,1813.087989,1812.999786,maxTimeLimit,-,-
47,TPM,12800,19200,3,300,3,61205535,1837.356047,1834.036478,maxTimeLimit,-,-
47,TPM_m,12800,19200,3,300,3,61162261,1810.523749,1810.176959,maxTimeLimit,-,-
47,FAL,12800,19200,3,300,3,61206807,1808.120875,1805.560941,maxTimeLimit,-,-
47,SHP,12800,19200,3,300,3,61190934,1811.375802,1809.894997,maxTimeLimit,-,-
47,weakl,12800,19200,3,300,3,61162261,1830.336718,1768.004083,maxTimeLimit,50,1536.020472
47,envl,12800,19200,3,300,3,61892418.95,1840.788492,1778.383205,maxTimeLimit,50,1422.385759
47,weakenvl,12800,19200,3,300,3,61892418.95,1831.590668,1769.11249,maxTimeLimit,50,1423.841134
48,M_Agg,12800,19200,3,300,4,62771959,1808.115492,1808.038611,maxTimeLimit,-,-
48,TPM,12800,19200,3,300,4,62771959,1872.868224,1869.374777,maxTimeLimit,-,-
48,TPM_m,12800,19200,3,300,4,62840544,1811.274914,1810.906928,maxTimeLimit,-,-
48,FAL,12800,19200,3,300,4,62838637,1876.642982,1874.367789,maxTimeLimit,-,-
48,SHP,12800,19200,3,300,4,62771959,1811.832058,1810.065438,maxTimeLimit,-,-
48,weakl,12800,19200,3,300,4,62771959,655.3999861,594.3273938,optimal,50,1540.054981
48,envl,12800,19200,3,300,4,62771959,196.5484632,135.4209249,optimal,50,1420.765724
48,weakenvl,12800,19200,3,300,4,62771959,189.2260161,128.0960569,optimal,50,1423.333634
49,M_Agg,12800,19200,3,500,1,103675125,1816.923473,1816.81555,maxTimeLimit,-,-
49,TPM,12800,19200,3,500,1,103789583,1855.446462,1842.323581,maxTimeLimit,-,-
49,TPM_m,12800,19200,3,500,1,103836452,1884.097245,1883.486699,maxTimeLimit,-,-
49,FAL,12800,19200,3,500,1,103922467,1852.101621,1845.345713,maxTimeLimit,-,-
49,SHP,12800,19200,3,500,1,104013866,1837.381986,1833.11173,maxTimeLimit,-,-
49,weakl,12800,19200,3,500,1,103676375,1825.21605,1762.231102,maxTimeLimit,50,1837.823672
49,envl,12800,19200,3,500,1,104454620,1818.200773,1755.1765,maxTimeLimit,50,1830.205696
49,weakenvl,12800,19200,3,500,1,104480315,1822.671589,1759.541144,maxTimeLimit,50,1833.417298
50,M_Agg,12800,19200,3,500,2,105045291,1827.6543,1827.54052,maxTimeLimit,-,-
50,TPM,12800,19200,3,500,2,105236366,1848.275045,1838.225731,maxTimeLimit,-,-
50,TPM_m,12800,19200,3,500,2,105061225,1812.702992,1812.021235,maxTimeLimit,-,-
50,FAL,12800,19200,3,500,2,105288408,1846.023237,1838.033324,maxTimeLimit,-,-
50,SHP,12800,19200,3,500,2,105392878,1836.807311,1832.783595,maxTimeLimit,-,-
50,weakl,12800,19200,3,500,2,105050126,1833.129135,1771.28263,maxTimeLimit,50,1418.425457
50,envl,12800,19200,3,500,2,105321134,1834.005307,1772.109235,maxTimeLimit,50,1412.528191
50,weakenvl,12800,19200,3,500,2,105299926,1851.876262,1789.988645,maxTimeLimit,50,1414.798072
51,M_Agg,12800,19200,3,500,3,105130679,1823.92985,1823.802248,maxTimeLimit,-,-
51,TPM,12800,19200,3,500,3,105327267,1847.816104,1838.206471,maxTimeLimit,-,-
51,TPM_m,12800,19200,3,500,3,105229869,1879.841634,1879.24915,maxTimeLimit,-,-
51,FAL,12800,19200,3,500,3,105442715,1844.728379,1838.37762,maxTimeLimit,-,-
51,SHP,12800,19200,3,500,3,105540877,1833.035949,1829.025594,maxTimeLimit,-,-
51,weakl,12800,19200,3,500,3,105088178,1846.474751,1786.857969,maxTimeLimit,50,993.8777737
51,envl,12800,19200,3,500,3,105606951,1834.308352,1774.651545,maxTimeLimit,50,987.7269464
51,weakenvl,12800,19200,3,500,3,105716268,1829.56067,1769.892439,maxTimeLimit,50,985.7748992
52,M_Agg,12800,19200,3,500,4,104135772,1850.598967,1850.475561,maxTimeLimit,-,-
52,TPM,12800,19200,3,500,4,105327267,1847.816104,1838.206471,maxTimeLimit,-,-
52,TPM_m,12800,19200,3,500,4,105229869,1879.841634,1879.24915,maxTimeLimit,-,-
52,FAL,12800,19200,3,500,4,105442715,1844.728379,1838.37762,maxTimeLimit,-,-
52,SHP,12800,19200,3,500,4,105540877,1833.035949,1829.025594,maxTimeLimit,-,-
52,weakl,12800,19200,3,500,4,105088178,1846.474751,1786.857969,maxTimeLimit,50,566.3227683
52,envl,12800,19200,3,500,4,105606951,1834.308352,1774.651545,maxTimeLimit,50,563.1223209
52,weakenvl,12800,19200,3,500,4,105716268,1829.56067,1769.892439,maxTimeLimit,50,562.5547276
53,M_Agg,12800,19200,5,90,1,13332620,1.538233519,1.432836294,optimal,-,-
53,TPM,12800,19200,5,90,1,13332620,14.90406322,14.56159401,optimal,-,-
53,TPM_m,12800,19200,5,90,1,13332620,5.664744422,5.452661514,optimal,-,-
53,FAL,12800,19200,5,90,1,13332620,18.28529906,18.04494739,optimal,-,-
53,SHP,12800,19200,5,90,1,13332620,7.694889545,7.447851419,optimal,-,-
53,weakl,12800,19200,5,90,1,13332620,147.6231905,1.860366583,optimal,54,136.839444
53,envl,12800,19200,5,90,1,13332620,147.4907533,1.676905632,optimal,54,136.7066321
53,weakenvl,12800,19200,5,90,1,13332620,148.1946849,2.312711239,optimal,54,137.4087923
54,M_Agg,12800,19200,5,90,2,13023602,1.618606329,1.450156689,optimal,-,-
54,TPM,12800,19200,5,90,2,13023602,12.92127252,12.59344172,optimal,-,-
54,TPM_m,12800,19200,5,90,2,13023602,6.021576536,5.886664391,optimal,-,-
54,FAL,12800,19200,5,90,2,13023602,12.89914489,12.63138986,optimal,-,-
54,SHP,12800,19200,5,90,2,13023602,6.823888302,6.616263866,optimal,-,-
54,weakl,12800,19200,5,90,2,13023602,134.9384013,1.682682276,optimal,54,142.9929447
54,envl,12800,19200,5,90,2,13023602,134.8003293,1.436542273,optimal,54,142.4856001
54,weakenvl,12800,19200,5,90,2,13023602,135.7835722,2.416931868,optimal,54,143.1509668
55,M_Agg,12800,19200,5,90,3,12974297,1.331087112,1.242678165,optimal,-,-
55,TPM,12800,19200,5,90,3,12974297,13.81146479,13.46443701,optimal,-,-
55,TPM_m,12800,19200,5,90,3,12974297,4.527203488,4.390383244,optimal,-,-
55,FAL,12800,19200,5,90,3,12974297,15.08460903,14.85963249,optimal,-,-
55,SHP,12800,19200,5,90,3,12974297,9.169125319,8.999353647,optimal,-,-
55,weakl,12800,19200,5,90,3,12974297,136.2547301,1.769262791,optimal,54,150.9194234
55,envl,12800,19200,5,90,3,12974297,135.8898496,1.459278584,optimal,54,152.0895208
55,weakenvl,12800,19200,5,90,3,12974297,136.6799833,2.198781729,optimal,54,151.2206132
56,M_Agg,12800,19200,5,90,4,12858600,1.430263042,1.355749846,optimal,-,-
56,TPM,12800,19200,5,90,4,12858600,15.94262886,15.6256969,optimal,-,-
56,TPM_m,12800,19200,5,90,4,12858600,6.574306503,6.439263582,optimal,-,-
56,FAL,12800,19200,5,90,4,12858600,18.83174205,18.61041021,optimal,-,-
56,SHP,12800,19200,5,90,4,12858600,11.59045887,11.40637898,optimal,-,-
56,weakl,12800,19200,5,90,4,12858600,128.5414541,1.485733032,optimal,54,163.3409753
56,envl,12800,19200,5,90,4,12858600,128.6455963,1.554916382,optimal,54,164.8848191
56,weakenvl,12800,19200,5,90,4,12858600,128.9769288,1.870588779,optimal,54,164.0768594
57,M_Agg,12800,19200,5,100,1,14111563,1.91903758,1.860072136,optimal,-,-
57,TPM,12800,19200,5,100,1,14111563,38.97603798,38.54823065,optimal,-,-
57,TPM_m,12800,19200,5,100,1,14111563,9.492599322,9.359617949,optimal,-,-
57,FAL,12800,19200,5,100,1,14111563,100.0829022,99.76947284,optimal,-,-
57,SHP,12800,19200,5,100,1,14111563,54.72317696,54.5358417,optimal,-,-
57,weakl,12800,19200,5,100,1,14111563,172.2371931,3.072335243,optimal,60,172.3568429
57,envl,12800,19200,5,100,1,14111563,170.6066251,1.22837925,optimal,60,174.0891889
57,weakenvl,12800,19200,5,100,1,14111563,171.163383,1.781284571,optimal,60,173.5430384
58,M_Agg,12800,19200,5,100,2,14145228,1.588084459,1.529678106,optimal,-,-
58,TPM,12800,19200,5,100,2,14145228,34.10321736,33.72292852,optimal,-,-
58,TPM_m,12800,19200,5,100,2,14145228,7.458631835,7.31917429,optimal,-,-
58,FAL,12800,19200,5,100,2,14145228,19.49044538,19.20156813,optimal,-,-
58,SHP,12800,19200,5,100,2,14145228,14.29372644,13.85355115,optimal,-,-
58,weakl,12800,19200,5,100,2,14145228,166.6443163,1.975730658,optimal,60,186.8824616
58,envl,12800,19200,5,100,2,14145228,173.2160121,8.493690968,optimal,60,189.3174278
58,weakenvl,12800,19200,5,100,2,14145228,168.0621578,3.339291811,optimal,60,188.989198
59,M_Agg,12800,19200,5,100,3,14387700,1.453289986,1.377340078,optimal,-,-
59,TPM,12800,19200,5,100,3,14387700,15.83724165,15.41232157,optimal,-,-
59,TPM_m,12800,19200,5,100,3,14387700,5.658326407,5.507502317,optimal,-,-
59,FAL,12800,19200,5,100,3,14387700,15.31931424,15.04050708,optimal,-,-
59,SHP,12800,19200,5,100,3,14387700,6.535236359,6.343241692,optimal,-,-
59,weakl,12800,19200,5,100,3,14387700,185.9409375,1.336140871,optimal,60,210.3972332
59,envl,12800,19200,5,100,3,14387700,187.0710427,2.208445549,optimal,60,211.6018139
59,weakenvl,12800,19200,5,100,3,14387700,188.104968,3.140298367,optimal,60,212.6121053
60,M_Agg,12800,19200,5,100,4,14326769,2.798716784,2.740784168,optimal,-,-
60,TPM,12800,19200,5,100,4,14326769,21.27147079,20.61287355,optimal,-,-
60,TPM_m,12800,19200,5,100,4,14326769,10.59351187,10.44053912,optimal,-,-
60,FAL,12800,19200,5,100,4,14326769,69.38402104,69.07862496,optimal,-,-
60,SHP,12800,19200,5,100,4,14326769,14.14485097,13.91321802,optimal,-,-
60,weakl,12800,19200,5,100,4,14326769,164.6049247,1.747203827,optimal,60,224.9553161
60,envl,12800,19200,5,100,4,14326769,165.4630759,2.417646646,optimal,60,226.0719866
60,weakenvl,12800,19200,5,100,4,14326769,166.8416448,3.698356867,optimal,60,227.0277779
61,M_Agg,12800,19200,5,120,1,16958760,1.72764802,1.660335064,optimal,-,-
61,TPM,12800,19200,5,120,1,16958760,35.97652817,35.44924951,optimal,-,-
61,TPM_m,12800,19200,5,120,1,16958760,8.630058847,8.467516422,optimal,-,-
61,FAL,12800,19200,5,120,1,16958760,179.6885474,179.2078226,optimal,-,-
61,SHP,12800,19200,5,120,1,16958760,23.92305827,23.64340258,optimal,-,-
61,weakl,12800,19200,5,120,1,16958760,230.3396678,2.657016277,optimal,72,248.8815532
61,envl,12800,19200,5,120,1,16958760,231.5195803,3.644861221,optimal,72,252.7231722
61,weakenvl,12800,19200,5,120,1,16958760,232.9480216,5.039556026,optimal,72,257.5824469
62,M_Agg,12800,19200,5,120,2,17092389,1.737158775,1.66593504,optimal,-,-
62,TPM,12800,19200,5,120,2,17092389,29.90087724,29.35590649,optimal,-,-
62,TPM_m,12800,19200,5,120,2,17092389,8.635182055,8.426738501,optimal,-,-
62,FAL,12800,19200,5,120,2,17092389,37.42694116,37.02209425,optimal,-,-
62,SHP,12800,19200,5,120,2,17092389,50.88715529,50.44045901,optimal,-,-
62,weakl,12800,19200,5,120,2,17092389,260.7034027,2.594495535,optimal,72,269.2798578
62,envl,12800,19200,5,120,2,17092389,262.3535568,3.748715162,optimal,72,271.542968
62,weakenvl,12800,19200,5,120,2,17092389,262.553787,3.957718372,optimal,72,276.5607954
63,M_Agg,12800,19200,5,120,3,17332406,2.410310507,2.349725723,optimal,-,-
63,TPM,12800,19200,5,120,3,17332406,44.91399097,44.3823669,optimal,-,-
63,TPM_m,12800,19200,5,120,3,17332406,10.46373921,10.30285263,optimal,-,-
63,FAL,12800,19200,5,120,3,17332406,208.9692032,208.3460319,optimal,-,-
63,SHP,12800,19200,5,120,3,17332406,115.7224002,115.2904286,optimal,-,-
63,weakl,12800,19200,5,120,3,17332406,244.1732693,4.124207973,optimal,72,280.7336711
63,envl,12800,19200,5,120,3,17332406,244.9517332,4.496334314,optimal,72,289.108369
63,weakenvl,12800,19200,5,120,3,17332406,245.7676583,5.267501831,optimal,72,291.7049958
64,M_Agg,12800,19200,5,120,4,16889987,2.591315985,2.526195526,optimal,-,-
64,TPM,12800,19200,5,120,4,16889987,202.3775094,201.786751,optimal,-,-
64,TPM_m,12800,19200,5,120,4,16889987,91.42729783,91.21141267,optimal,-,-
64,FAL,12800,19200,5,120,4,16889987,1875.405995,1875.000639,maxTimeLimit,-,-
64,SHP,12800,19200,5,120,4,16889987,1820.944645,1820.675645,maxTimeLimit,-,-
64,weakl,12800,19200,5,120,4,16889987,260.3098729,3.622715712,optimal,72,296.1145756
64,envl,12800,19200,5,120,4,16889987,272.0678185,14.99332404,optimal,72,306.7950133
64,weakenvl,12800,19200,5,120,4,16889987,289.0603209,32.0327909,optimal,72,308.9541405
65,M_Agg,12800,19200,5,150,1,20968713,8.671707153,8.596724033,optimal,-,-
65,TPM,12800,19200,5,150,1,20968713,1813.61755,1812.778323,maxTimeLimit,-,-
65,TPM_m,12800,19200,5,150,1,20968713,93.04910998,92.83327413,optimal,-,-
65,FAL,12800,19200,5,150,1,20968713,1815.573011,1814.95505,maxTimeLimit,-,-
65,SHP,12800,19200,5,150,1,20968713,1283.330707,1282.878503,optimal,-,-
65,weakl,12800,19200,5,150,1,20968713,311.9328862,11.56554985,optimal,52,315.0573561
65,envl,12800,19200,5,150,1,20968713,306.7987636,5.221728802,optimal,52,360.3817871
65,weakenvl,12800,19200,5,150,1,20968713,308.8614154,7.239147902,optimal,52,413.2376339
66,M_Agg,12800,19200,5,150,2,21025698,5.224289417,5.156584263,optimal,-,-
66,TPM,12800,19200,5,150,2,21025698,796.1610506,795.2606986,optimal,-,-
66,TPM_m,12800,19200,5,150,2,21025698,71.84922092,71.6407392,optimal,-,-
66,FAL,12800,19200,5,150,2,21025698,372.1855717,371.5513086,optimal,-,-
66,SHP,12800,19200,5,150,2,21025698,420.4934537,420.0995955,optimal,-,-
66,weakl,12800,19200,5,150,2,21025698,306.518656,3.706847191,optimal,51,318.2922143
66,envl,12800,19200,5,150,2,21025698,332.6151607,28.11343622,optimal,51,390.9543995
66,weakenvl,12800,19200,5,150,2,21025698,323.1305885,18.6072638,optimal,51,442.400035
67,M_Agg,12800,19200,5,150,3,20789206,2.381324053,2.317429304,optimal,-,-
67,TPM,12800,19200,5,150,3,20789206,95.98073101,95.1104126,optimal,-,-
67,TPM_m,12800,19200,5,150,3,20789206,13.62626586,13.43864751,optimal,-,-
67,FAL,12800,19200,5,150,3,20789206,413.4731822,412.8597062,optimal,-,-
67,SHP,12800,19200,5,150,3,20789206,320.6009123,320.198278,optimal,-,-
67,weakl,12800,19200,5,150,3,20789206,305.6968874,2.978336334,optimal,47,338.6582512
67,envl,12800,19200,5,150,3,20789206,315.6983105,11.13208985,optimal,47,759.3483753
67,weakenvl,12800,19200,5,150,3,20789206,314.7642373,10.26044154,optimal,47,731.9875703
68,M_Agg,12800,19200,5,150,4,21446945,26.86471581,26.79347062,optimal,-,-
68,TPM,12800,19200,5,150,4,21493162,1861.021198,1859.90854,maxTimeLimit,-,-
68,TPM_m,12800,19200,5,150,4,21446945,164.1017763,163.8871188,optimal,-,-
68,FAL,12800,19200,5,150,4,21446945,1811.814201,1811.19224,maxTimeLimit,-,-
68,SHP,12800,19200,5,150,4,21446945,1821.974899,1821.389484,maxTimeLimit,-,-
68,weakl,12800,19200,5,150,4,21446945,336.080995,34.06554008,optimal,50,342.8666087
68,envl,12800,19200,5,150,4,21446945,486.4149135,182.6857171,optimal,50,788.337995
68,weakenvl,12800,19200,5,150,4,21446945,706.1942943,402.4079235,optimal,50,764.9922497
69,M_Agg,12800,19200,5,200,1,28517756,16.599581,16.52507663,optimal,-,-
69,TPM,12800,19200,5,200,1,28517756,1822.000792,1820.309849,maxTimeLimit,-,-
69,TPM_m,12800,19200,5,200,1,28517756,513.6187762,513.3411026,optimal,-,-
69,FAL,12800,19200,5,200,1,28517756,1808.911622,1807.657923,maxTimeLimit,-,-
69,SHP,12800,19200,5,200,1,28517756,1820.440203,1819.519924,maxTimeLimit,-,-
69,weakl,12800,19200,5,200,1,28517756,324.8723188,20.08402896,optimal,38,344.6506602
69,envl,12800,19200,5,200,1,28517756,429.0892134,121.0071123,optimal,38,767.210203
69,weakenvl,12800,19200,5,200,1,28517756,425.51102,117.5056031,optimal,38,678.089609
70,M_Agg,12800,19200,5,200,2,28938739,78.15935636,78.08081675,optimal,-,-
70,TPM,12800,19200,5,200,2,28939297,1834.518584,1832.861952,maxTimeLimit,-,-
70,TPM_m,12800,19200,5,200,2,28938739,838.4780743,838.1156912,optimal,-,-
70,FAL,12800,19200,5,200,2,28947369,1838.688017,1837.414275,maxTimeLimit,-,-
70,SHP,12800,19200,5,200,2,28938739,1820.738153,1820.025948,maxTimeLimit,-,-
70,weakl,12800,19200,5,200,2,28938739,387.9828037,82.2828126,optimal,40,723.0425336
70,envl,12800,19200,5,200,2,30318738.86,1806.191064,1496.376837,maxTimeLimit,40,1118.123948
70,weakenvl,12800,19200,5,200,2,28938739,1481.480729,1171.700937,optimal,40,1027.189672
71,M_Agg,12800,19200,5,200,3,28588613,21.14610934,21.06446457,optimal,-,-
